,pl_name,disc_facility,pl_orbper,pl_rade,pl_bmasse,pl_orbeccen,st_teff,st_rad,st_mass,sy_vmag,sy_kmag,sy_gaiamag
2,HAT-P-12 b,HATNet,3.2130598,10.749,67.059,0,4650,0.701,0.733,12.665,10.108,12.4197
4,HAT-P-14 b,HATNet,4.62767,15.91678,1093.3352,0.11,6600,1.82,2.65,9.988,8.851,9.87283
5,HAT-P-15 b,HATNet,10.8635,11.88154,616.5902,0.19,5568,1.07,1,12.41,9.641,11.7232
6,HAT-P-16 b,HATNet,2.77596,14.448,1332.605,0.036,6158,1.237,1.218,10.911,9.553001,10.7568
7,HAT-P-17 b,HATNet,10.33852,11.76945,184.3414,0.35,5246,0.87,0.99,10.375,8.544,10.2743
8,HAT-P-18 b,HATNet,5.508023,11.153,62.61,0.084,4803,0.749,0.77,12.597,10.234,12.3682
11,HAT-P-20 b,HATNet,2.875317,9.718,2302.899,0.015,4595,0.694,0.756,11.231,8.601,10.9903
12,HAT-P-21 b,HATNet,4.12448,12.44199,1547.8321,0.23,5588,1.21,1.24,11.459,10.111,11.5583
13,HAT-P-22 b,HATNet,3.21222,12.89035,785.0401,0.02,5302,1.11,1.13,9.763,7.837,9.51936
14,HAT-P-23 b,HATNet,1.212884,15.334,664.237,0.106,5905,1.203,1.13,11.937,10.791,12.1741
15,HAT-P-24 b,HATNet,3.35524,14.5717,238.3725,0.07,6373,1.38,1.37,11.762,10.543,11.6396
16,HAT-P-25 b,HATNet,3.65281514,12.722215,180.84527,0.023,5519,0.919,1.012,13.146,10.815,12.8416
17,HAT-P-26 b,HATNet,4.23452,7.06167,22.2481,0.12,5079,0.87,1.12,11.757,9.581,11.4641
18,HAT-P-27 b,HATNet,3.039577,11.43,197.05,0,5316,0.864673,0.916,12.052,10.109,11.9562
19,HAT-P-28 b,HATNet,3.257215,13.585,198.953,0.051,5680,1.103,1.025,13.098,11.104,12.8718
20,HAT-P-29 b,HATNet,5.72319,13.11453,279.6904,0.09,6087,1.3,1.45,11.825,10.297,11.7336
21,HAT-P-3 b,HATNet,2.8997,10.53646,206.5895,0,5185,0.87,1.06,11.856,9.448,11.2795
22,HAT-P-30 b,HATNet,2.8106,16.14096,263.7989,0.04,6304,1.31,1.55,10.352,9.151,10.2998
23,HAT-P-31 b,HATNet,5.00542,12.21781,721.4741,0.25,6065,1.39,1.31,11.667,10.083,11.4501
24,HAT-P-32 b,HATNet,2.1500082,22.19382,216.1244,0.159,6001,1.367,1.132,11.439,9.99,11.1335
25,HAT-P-33 b,HATNet,3.47447,20.73665,292.4036,0,6446,1.79,1.82,11.032,10.004,11.0238
26,HAT-P-34 b,HATNet,5.452654,13.417173,1058.3739,0.432,6442,1.53,1.392,10.403,9.247,10.1944
27,HAT-P-35 b,HATNet,3.646706,14.930388,335.62848,0.02,6096,1.435,1.236,12.389,11.03,12.2802
29,HAT-P-37 b,HATNet,2.797436,13.204,371.528,0.058,5500,0.877,0.929,13.427,11.667,13.2615
30,HAT-P-38 b,HATNet,4.640382,9.247,84.857,0.067,5330,0.923,0.886,12.525,10.501,12.3021
31,HAT-P-39 b,HATNet,3.54387,17.609,190.372,0,6430,1.625,1.404,12.282,11.157,12.2269
32,HAT-P-4 b,HATNet,3.056536,14.28,213.255,0,5860,1.596,1.248,11.118,9.770001,11.0634
33,HAT-P-40 b,HATNet,4.45724,17.03768,152.5584,0,6080,1.94,1.03,11.34,10.009,11.4162
34,HAT-P-41 b,HATNet,2.69405,22.97845,378.2177,0,6390,2.05,2.56,11.365,9.728,10.939
35,HAT-P-42 b,HATNet,4.641878,14.348,331.801,0,5743,1.53,1.178,12.125,10.626,12.0031
37,HAT-P-44 b,HATNet,4.301219,13.922,111.871,0.044,5295,0.949,0.942,13.225,11.275,12.9729
38,HAT-P-45 b,HATNet,3.128992,15.984,283.492,0.049,6330,1.319,1.259,12.783,10.201,12.3977
39,HAT-P-46 b,HATNet,4.463129,14.392,156.684,0.123,6120,1.396,1.284,11.997,9.924,11.6843
40,HAT-P-49 b,HATNet,2.69155,17.82231,699.226,0,6820,2.06,2.22,10.205,9.346,10.2071
41,HAT-P-5 b,HATNet,2.78849,13.56289,311.4734,0,5960,1.12,1.04,11.954,10.481,11.8224
42,HAT-P-50 b,HATNet,3.1220109,14.437192,429.0705,0.115,6280,1.698,1.273,11.703,10.5,11.6722
44,HAT-P-52 b,HATNet,2.7535953,11.309881,259.98494,0.047,5131,0.893,0.887,14.107,11.621,13.787
45,HAT-P-53 b,HATNet,1.9616241,14.773462,471.65972,0.134,5956,1.209,1.093,13.78,12.1,13.5142
46,HAT-P-54 b,HATNet,3.799847,10.581296,241.5508,0.074,4390,0.617,0.645,13.398,10.326,13.0172
49,HAT-P-57 b,HATNet,2.4653,19.50366,448.1403,0,6330,1.85,2.77,10.639,9.433,10.4253
50,HAT-P-58 b,HATNet,4.0138379,14.93036229,118.2321674,0.073,6078,1.53,1.031,12.925,10.978,12.7202
51,HAT-P-59 b,HATNet,4.1419771,12.58768533,489.4557468,0.03,5678,1.1038,1.008,11.64,10.208,11.6787
52,HAT-P-6 b,HATNet,3.85298,16.58932,419.5356,0,6570,1.62,1.79,10.469,9.313,10.3056
53,HAT-P-60 b,HATNet,4.7947813,18.28184752,182.4335056,0.25,6212,2.197,1.435,9.727,8.368,9.56355
54,HAT-P-61 b,HATNet,1.90231289,10.07687365,335.9446262,0.113,5587,0.938,1.004,13.096,11.141,12.9386
55,HAT-P-62 b,HATNet,2.6453235,12.02723629,241.8674177,0.101,5629,1.17,1.023,12.539,10.701,12.4362
56,HAT-P-63 b,HATNet,3.377728,12.5428494,195.1466419,0.069,5400,0.9661,0.925,13.657,11.512,13.5106
57,HAT-P-64 b,HATNet,4.007232,19.08889413,184.3404761,0.101,6457,1.735,1.298,12.855,11.123,12.6221
59,HAT-P-66 b,HATNet,2.972086,17.82231,248.86089,0.09,6002,1.881,1.255,13.014,11.675,12.8922
60,HAT-P-67 b,HATNet,4.8101025,23.370765,108.0622,0,6406,2.546,1.642,10.106,8.9,9.97496
61,HAT-P-68 b,HATNet,2.29840551,12.016048,230.10892,0.041,4508,0.6701,0.6785,13.802,11.019,13.5442
62,HAT-P-69 b,HATNet,4.7869491,18.786284,1137.8314,0,7394,1.926,1.648,9.774,9.28,9.77332
63,HAT-P-7 b,HATNet,2.20474,16.92559,584.8072,0,6389,2,1.56,10.481,9.334,10.3654
64,HAT-P-70 b,HATNet,2.74432452,20.96083,2154.8874,0,8450,1.858,1.89,9.47,8.963,9.45174
65,HAT-P-8 b,HATNet,3.07634,15.6926,406.8224,0,6200,1.57,1.27,10.358,8.953,10.1489
66,HAT-P-9 b,HATNet,3.92281072,15.614137,238.05467,0.084,6350,1.338,1.281,12.344,11.015,12.1536
0,NGTS-1 b,Next-Generation Transit Survey (NGTS),2.647298,14.90797,258.07796,0.016,3916,0.573,0.617,15.667,11.936,14.8661
1,NGTS-10 b,Next-Generation Transit Survey (NGTS),0.7668944,13.506845,687.14846,0,4600,0.697,0.696,14.506,11.728,14.2604
2,NGTS-12 b,Next-Generation Transit Survey (NGTS),7.532806,11.747032,66.10864,0,5690,1.589,1.021,12.382,10.588,12.1279
3,NGTS-13 b,Next-Generation Transit Survey (NGTS),4.119027,12.800678,1538.2972,0.086,5819,1.788,1.3,12.744,11.141,12.5691
4,NGTS-14 A b,Next-Generation Transit Survey (NGTS),3.5357173,4.976796,29.24036,0,5187,0.842,0.898,13.268,11.305,13.0986
5,NGTS-15 b,Next-Generation Transit Survey (NGTS),3.27623,12.32987877,238.6891337,0,5600,0.954,0.995,14.669,12.907,14.4299
6,NGTS-16 b,Next-Generation Transit Survey (NGTS),4.84532,14.57167491,211.9915475,0,5550,1.213,1.002,14.529,12.647,14.2311
7,NGTS-17 b,Next-Generation Transit Survey (NGTS),3.24253,13.89913607,242.820903,0,5650,1.337,1.025,14.412,12.724,14.2136
8,NGTS-18 b,Next-Generation Transit Survey (NGTS),3.05125,13.56286665,129.9918185,0,5610,1.392,1.003,14.588,12.87,14.3896
9,NGTS-2 b,Next-Generation Transit Survey (NGTS),4.511164,17.878355,235.1942,0,6478,1.702,1.64,10.789,9.799,10.8605
10,NGTS-21 b,Next-Generation Transit Survey (NGTS),1.5433897,14.90794433,750.0750405,0,4660,0.86,0.72,15.506,12.951,15.224
11,NGTS-23 b,Next-Generation Transit Survey (NGTS),4.0764326,14.20177855,194.8288135,0,6057,1.24,1.01,14.126,12.73,13.9535
12,NGTS-24 b,Next-Generation Transit Survey (NGTS),3.4678796,13.60770257,165.2707716,0,5820,1.64,1.26,13.214,11.51,13.0525
13,NGTS-25 b,Next-Generation Transit Survey (NGTS),2.823093,11.46678726,203.0923521,0,5321,0.86,0.91,14.333,12.324,14.0864
14,NGTS-26 b,Next-Generation Transit Survey (NGTS),4.5199279,14.88552637,92.80589484,0,5550,1.16,0.96,15.009,13.119,14.7261
16,NGTS-32 b,Next-Generation Transit Survey (NGTS),3.31211,15.91675259,181.162192,0,5680,1.85,1.07,13.588,11.689,13.3116
17,NGTS-4 b,Next-Generation Transit Survey (NGTS),1.3373508,3.18,20.6,0,5143,0.84,0.75,13.138,11.073,12.9092
18,NGTS-5 b,Next-Generation Transit Survey (NGTS),3.3569866,12.733424,72.78307,0,4987,0.739,0.661,13.789,11.612,13.526
19,NGTS-6 b,Next-Generation Transit Survey (NGTS),0.882059,14.863134,425.57437,0,4730,0.754,0.767,14.237,11.65,13.8175
20,NGTS-8 b,Next-Generation Transit Survey (NGTS),2.4997,12.21781,295.5819,0.01,5241,0.98,0.89,13.69,11.642,13.4954
21,NGTS-9 b,Next-Generation Transit Survey (NGTS),4.43527,11.99363,921.707,0.06,6330,1.38,1.34,12.868,11.452,12.6547
2,WASP-100 b,SuperWASP,2.84938,14.90797,400.4658,0,6900,1.57,0.77,10.798,9.669,10.6151
3,WASP-101 b,SuperWASP,3.58572,16.02887,162.0933,0,6380,1.31,1.41,10.336,9.075,10.138
4,WASP-102 b,SuperWASP,2.709813,14.90794433,197.6892692,0,5990,1.375,1.08,12.667,11.106,12.562
6,WASP-104 b,SuperWASP,1.7554137,12.745,404.263,0,5475,0.963,1.076,11.779,9.882,11.5931
7,WASP-105 b,SuperWASP-South,7.87288,10.76064,572.094,0,5070,0.9,0.89,12.049,9.935,11.8445
8,WASP-106 b,SuperWASP,9.28969,12.10569916,613.4088255,0.023,6002,1.47,1.175,11.21,10.161,11.3659
10,WASP-11 b,SuperWASP,3.72247,12.44199,251.0857,0,4800,0.89,1.42,11.567,9.421,11.5535
11,WASP-113 b,SuperWASP-North,4.542168745,15.793481,150.96925,0,5890,1.608,1.318,11.761,10.311,11.6041
12,WASP-114 b,SuperWASP-North,1.5487743,15.008851,562.24127,0.012,5940,1.43,1.289,12.685,11.074,12.5227
13,WASP-116 b,SuperWASP,6.6132,13.67495645,203.4101805,0,6250,1.426,1.25,12.517,11.021,12.2577
14,WASP-117 b,SuperWASP,10.02165,11.88154,95.349,0.3,6040,1.22,1.29,10.139,8.78,10.0269
15,WASP-118 b,SuperWASP,4.0460435,16.14096,163.36462,0,6410,1.696,1.32,11.009,9.788,10.9196
16,WASP-119 b,SuperWASP-South,2.49979,15.6926,390.9309,0.058,5650,1.2,1.02,12.314,10.545,12.1014
18,WASP-120 b,SuperWASP,3.6112706,16.510857,1541.4755,0.057,6450,1.87,1.393,10.96,9.877,10.8989
20,WASP-123 b,SuperWASP,2.9776412,14.773462,285.72917,0,5740,1.285,1.166,11.03,9.362001,10.8999
21,WASP-124 b,SuperWASP-South,3.37265,13.89916,190.698,0.017,6050,1.02,1.07,12.724,11.31,12.5754
24,WASP-129 b,SuperWASP-South,5.748145,10.42437,317.83,0.096,5900,0.9,1,12.179,10.412,11.8127
25,WASP-13 b,SuperWASP,4.35301,13.67498,114.4188,0,5950,1.37,0.72,10.424,9.119,10.38
26,WASP-130 b,SuperWASP-South,11.55098,9.97601,390.9309,0,5625,0.96,1.04,11.104,9.461,10.9717
27,WASP-131 b,SuperWASP-South,5.3220125,13.74221034,86.76715511,0,5990,1.561,1.06,10.068,8.573,9.86708
28,WASP-132 b,SuperWASP-South,7.1335164,10.09929161,136.0305582,0.0163,4686,0.758,0.789,11.938,9.674,11.7538
29,WASP-133 b,SuperWASP-South,2.176423,13.56289,368.6828,0.17,5700,1.44,1.16,12.891,11.18,12.7146
30,WASP-135 b,SuperWASP,1.4013794,14.5717,603.877,0,5675,0.96,0.98,13.181,11.037,13.0045
33,WASP-139 b,SuperWASP-South,5.924262,8.9672,37.18611,0,5310,0.8,0.92,12.456,10.472,12.2715
34,WASP-14 b,SuperWASP,2.24375,15.46842,2809.6172,0.09,6475,1.4,1.62,9.745,8.621,9.64647
35,WASP-140 b,SuperWASP-South,2.2359835,16.14096,775.5052,0.047,5260,0.87,0.9,11.118,9.165,10.8202
36,WASP-141 b,SuperWASP-South,3.310651,13.56289,854.9627,0,5900,1.37,1.25,12.65,11.194,12.4822
37,WASP-142 b,SuperWASP-South,2.052868,17.14977,266.9772,0,6010,1.64,1.33,12.871,11.442,12.7568
38,WASP-144 b,SuperWASP-South,2.2783152,9.52765,139.8452,0,5200,0.81,0.81,13.085,10.897,12.915
39,WASP-145 A b,SuperWASP-South,1.7690381,10.0881,282.8687,0,4900,0.68,0.76,11.636,9.194,11.3583
40,WASP-147 b,SuperWASP-South,4.60273,12.498035,87.40325,0,5702,1.429,1.044,12.681,10.857,12.1832
41,WASP-148 b,SuperWASP-North,8.803809,8.47398941,91.21675281,0.208,5555,0.912,0.954,12.036,10.506,12.0845
42,WASP-149 b,SuperWASP,1.332813,15.24421375,314.9679513,0,5750,1.08,1.05,11.687,9.825,11.2622
43,WASP-15 b,SuperWASP,3.7521,15.80469,171.6282,0,6300,1.48,1.18,10.972,9.693,10.797
44,WASP-150 b,SuperWASP-North,5.644207,11.99363,2688.8418,0.3775,6218,1.651,1.394,12.026,10.747,11.9151
46,WASP-153 b,SuperWASP,3.332609,17.37395,123.9537,0.009,5914,1.73,1.336,12.591,11.051,12.4967
47,WASP-154 b,SuperWASP,3.811678,10.76062147,198.9605828,0,4774,0.823,0.8,13.191,10.774,12.8344
48,WASP-155 b,SuperWASP,3.110413,13.45077684,276.8285425,0,5660,1.24,1.09,12.365,10.86,12.4962
49,WASP-156 b,SuperWASP,3.8361623,6.02802815,41.8,0,4987,0.8268,0.8712,11.559,9.339,11.3227
51,WASP-158 b,SuperWASP-South,3.656333,11.99363,886.7457,0,6350,1.39,1.38,12.044,10.881,12.0911
52,WASP-159 b,SuperWASP-South,3.840401,15.46842,174.8065,0,6120,2.11,1.41,12.836,11.017,12.2951
53,WASP-16 b,SuperWASP,3.1186,13.67498,394.1092,0,5700,1.14,1.78,11.288,9.589,11.1247
54,WASP-160 B b,SuperWASP-South,3.7684952,12.21781,88.35674,0,5298,0.868,0.87,13.04,11.055,12.8842
56,WASP-162 b,SuperWASP-South,9.62468,11.209,1652.716,0.434,5300,1.11,0.95,12.213,10.466,12.0652
58,WASP-164 b,SuperWASP-South,1.7771255,12.643752,676.9779,0,5806,0.932,0.946,12.603,10.959,12.4679
59,WASP-165 b,SuperWASP-South,3.465509,14.12334,209.13214,0,5599,1.75,1.248,12.816,11.024,12.5435
60,WASP-168 b,SuperWASP-South,4.153658,16.8135,133.4886,0,6000,1.12,1.08,12.124,10.443,11.7139
61,WASP-17 b,SuperWASP,3.73543,20.96083,247.9074,0,6550,1.49,2.28,11.588,10.224,11.3803
63,WASP-172 b,SuperWASP-South,5.477433,17.59813,149.3801,0,6900,1.91,1.49,10.988,10.13,11.0099
64,WASP-173 A b,SuperWASP-South,1.38665318,13.4508,1172.7927,0,5800,1.11,1.05,11.15,10.002,11.3975
65,WASP-174 b,SuperWASP-South,4.2337005,16.10730527,104.8833743,0,6399,1.347,1.24,11.803,10.579,11.6826
66,WASP-176 b,SuperWASP-North,3.899052,16.869545,271.74465,0,5941,1.925,1.345,12.006,10.648,11.9392
68,WASP-18 b,SuperWASP,0.94145223,13.89913607,3241.849751,0.0051,6432,1.319,1.294,9.28,8.131,9.16617
69,WASP-180 A b,SuperWASP,3.409264,13.89916,286.047,0,6600,1.19,1.3,10.655,9.812,10.9134
72,WASP-186 b,SuperWASP,5.026799,12.44199,1341.2426,0.33,6361,1.47,1.22,10.81,9.532,10.6509
73,WASP-187 b,SuperWASP,5.147878,18.38276,254.264,0,6150,2.83,1.54,10.295,8.79,10.1318
74,WASP-188 b,SuperWASP,5.748916,14.81827249,458.6263913,0,6850,1.83,1.5,12.165,11.042,12.0215
75,WASP-19 b,SuperWASP,0.78883852,15.86070769,366.7739817,0.0126,5616,1.006,0.965,12.248,10.481,12.1088
76,WASP-194 b,SuperWASP,3.183387,15.47960235,373.1305498,0,6405,1.409,1.29,11.985,10.875,11.922
77,WASP-195 b,SuperWASP,5.051928,10.31226224,33.05415433,0,6300,1.578,1.3,11.947,10.679,11.7877
78,WASP-197 b,SuperWASP,5.167228,14.44837612,403.3242485,0,6050,2.112,1.36,11.565,10.017,11.2369
80,WASP-20 b,SuperWASP,4.8996284,16.388,98.841,0,5940,1.392,1.2,10.675,9.39,10.6503
82,WASP-22 b,SuperWASP,3.53269,13.78707,212.9461,0.02,6000,1.24,1.46,11.99,10.318,11.5821
83,WASP-23 b,SuperWASP,2.9444256,10.783,280.95,0.062,5150,0.765,0.78,12.539,10.45,12.3208
84,WASP-24 b,SuperWASP,2.34121,15.46842,394.1092,0,6075,1.42,1.43,11.219,10.148,11.3945
86,WASP-26 b,SuperWASP,2.7566,13.56289,270.1555,0,6034,1.22,0.86,11.297,9.69,10.9935
88,WASP-29 b,SuperWASP,3.92273,8.63093,73.1009,0.03,4800,0.79,0.77,11.331,8.783,10.8932
89,WASP-3 b,SuperWASP,1.84683,15.91678,772.3269,0,6400,1.44,1.62,10.632,9.361,10.4525
90,WASP-31 b,SuperWASP,3.4059096,17.363,151.916,0,6302,1.252,1.163,11.658,10.65,11.8163
91,WASP-32 b,SuperWASP,2.71866,10.76064,835.8929,0,6140,0.95,0.72,11.257,10.161,11.409
93,WASP-34 b,SuperWASP,4.31768,11.209,177.9848,0.04,5700,0.91,0.96,10.285,8.792,10.2046
94,WASP-35 b,SuperWASP,3.16158,14.5717,225.6593,0,5990,1.08,1.05,10.939,9.525,10.8531
96,WASP-37 b,SuperWASP,3.577469,13.002,572.07,0,5800,1.003,0.925,12.815,11.093,12.542
97,WASP-38 b,SuperWASP,6.87188,13.78707,1093.3352,0.03,6180,1.52,1.76,9.391,7.998,9.20974
100,WASP-41 b,SuperWASP,3.0524,12.3299,270.1555,0,5545,0.83,0.81,11.632,9.677,11.2823
102,WASP-43 b,SuperWASP,0.813475,10.424,565.714,0,4400,0.6,0.58,12.305,9.267,11.907
107,WASP-48 b,SuperWASP,2.14363,16.8135,254.264,0,5920,1.58,0.88,11.647,10.372,11.523
108,WASP-49 b,SuperWASP,2.78174,12.44199,117.5971,0,5600,0.97,0.92,11.352,9.749,11.2907
109,WASP-5 b,SuperWASP,1.6284279,12.184,502.15,0.038,5700,1.029,0.96,12.147,10.598,11.996
111,WASP-52 b,SuperWASP,1.7497798,14.24,146.2,0,5000,0.79,0.87,12.192,10.086,11.9537
112,WASP-54 b,SuperWASP,3.69364,17.71022,187.5197,0.07,6100,1.76,1.08,10.413,9.035,10.2441
114,WASP-56 b,SuperWASP,4.6171,10.53646,143.0235,0,5600,0.96,0.71,12.091,10.532,12.0028
116,WASP-58 b,SuperWASP,5.01718,16.02887,308.2951,0,5800,1.22,1.06,11.652,10.285,11.6347
117,WASP-59 b,SuperWASP,7.919585,8.687,274.276,0.1,4650,0.613,0.719,12.659,9.723,12.3142
119,WASP-60 b,SuperWASP,4.305,9.86392,174.8065,0,5900,1.17,1.19,11.67,10.585,12.0196
120,WASP-61 b,SuperWASP,3.8559,15.80469,851.7844,0,6250,1.55,1.82,12.489,11.008,12.0702
121,WASP-62 b,SuperWASP,4.41195,14.79588,165.2716,0,6230,1.23,1.11,10.213,8.944,10.0721
122,WASP-63 b,SuperWASP,4.37808,15.80469,117.5971,0,5550,1.86,1.28,11.155,9.393,10.9185
123,WASP-64 b,SuperWASP,1.5732918,14.247,403.945,0,5400,1.058,1.004,12.704,10.956,12.5257
124,WASP-65 b,SuperWASP,2.3114243,12.464,492.62,0,5600,1.01,0.93,11.869,10.346,11.7509
125,WASP-66 b,SuperWASP,4.08605,15.6926,746.9005,0,6600,1.76,1.33,11.605,10.452,11.5904
126,WASP-67 b,SuperWASP,4.61442,12.89035,136.6669,0,5200,0.88,0.91,12.537,10.129,11.9141
127,WASP-68 b,SuperWASP,5.0843,14.79588,343.2564,0,5910,1.79,1.49,10.674,8.948,10.4092
128,WASP-69 b,SuperWASP,3.86813881,11.21,82.58,0,4792,0.801,0.83,9.873,7.459,9.48466
130,WASP-70 A b,SuperWASP,3.7130203,13.047,187.512,0,5763,1.215,1.106,10.786,9.58,11.0323
131,WASP-71 b,SuperWASP,2.90367,13.22662,441.7837,0,6050,1.82,0.76,10.56,9.32,10.5678
132,WASP-72 b,SuperWASP,2.21673,14.45961,731.009,0,6250,2.18,2.78,10.868,9.617,10.8378
133,WASP-73 b,SuperWASP,4.08722,15.91678,908.9938,0,6030,2.55,2.52,10.468,9.028,10.2607
134,WASP-74 b,SuperWASP,2.13775,15.24424,228.8376,0,5990,1.42,0.98,9.75,8.221,9.5723
135,WASP-75 b,SuperWASP,2.484193,14.235,340.06,0,6100,1.26,1.14,11.591,10.062,11.3347
136,WASP-76 b,SuperWASP,1.80988198,20.78145022,284.1385959,0,6329,1.756,1.458,9.518,8.243,9.39507
138,WASP-78 b,SuperWASP,2.17518,21.63337,352.7913,0,6100,2.46,1.87,11.965,11.008,12.1879
139,WASP-79 b,SuperWASP,3.662392,17.14974047,270.154146,0,6600,1.51,1.39,10.044,9.056,9.97202
140,WASP-8 b,SuperWASP,8.15872,12.66617,807.2882,0.31,5600,1.03,1.34,9.789,8.086,9.61249
141,WASP-80 b,SuperWASP,3.06785234,11.197791,170.99254,0.002,4143,0.586,0.577,11.841,8.351,11.273
142,WASP-82 b,SuperWASP,2.70579,18.15858,371.8611,0,6480,2.1,1.48,10.073,8.759,9.89796
143,WASP-83 b,SuperWASP,4.971252,11.65736,95.349,0,5510,1.05,1.11,12.312,10.393,12.0084
145,WASP-88 b,SuperWASP,4.954,16.36514,133.4886,0,6430,1.8,0.94,11.388,10.322,11.478
146,WASP-89 b,SuperWASP,3.3564227,11.65736,1875.197,0.193,5130,0.88,0.92,13.21,11.004,12.989
147,WASP-90 b,SuperWASP,3.916243,18.27067,200.2329,0,6430,1.98,1.55,11.618,10.248,11.4559
148,WASP-91 b,SuperWASP-South,2.798581,11.54527,425.8922,0,4920,0.86,0.84,11.98,9.712,11.6236
149,WASP-92 b,SuperWASP,2.1746742,16.376349,255.85315,0,6280,1.341,1.19,12.951,11.519,12.8183
150,WASP-93 b,SuperWASP,2.7325321,17.900773,467.2101,0,6700,1.524,1.334,10.966,9.942,10.978
151,WASP-94 A b,SuperWASP,3.95019,17.71022,158.915,0,6170,1.48,1.67,10.051,8.874,10.0285
152,WASP-95 b,SuperWASP,2.18467,13.78707,457.6752,0,5830,1.23,1.46,10.092,8.564,9.93697
153,WASP-96 b,SuperWASP,3.4252602,13.45,152.55,0,5540,1.05,1.06,12.569,10.914,12.3833
154,WASP-97 b,SuperWASP,2.07276,12.77826,432.2488,0,5640,1.08,1.18,10.57,9.03,10.4238
156,WASP-99 b,SuperWASP,5.75251,11.43318,772.3269,0,6150,1.64,1.21,9.475,8.088,9.3251
3,BD-14 3065 b,Transiting Exoplanet Survey Satellite (TESS),4.2889731,21.59,3932,0.066,6935,2.35,1.41,11.1,9.932,10.91
5,GJ 1252 b,Transiting Exoplanet Survey Satellite (TESS),0.5182331,1.193,1.32,0,3458,0.391,0.381,12.68,7.915,11.2364
6,GJ 143 b,Transiting Exoplanet Survey Satellite (TESS),35.61253,2.61,22.7,0.188,4640,0.695,0.73,8.08,5.375,7.67906
8,GJ 3090 b,Transiting Exoplanet Survey Satellite (TESS),2.8531054,2.13,3.34,0.32,3556,0.516,0.519,11.403,7.294,10.5521
9,GJ 341 b,Transiting Exoplanet Survey Satellite (TESS),7.57686,0.88,4,0,3770,0.5066,0.48,9.49,5.587,8.67538
10,GJ 3473 b,Transiting Exoplanet Survey Satellite (TESS),1.1980035,1.264,1.86,0,3347,0.364,0.36,13.74,8.829001,12.465
12,GJ 367 b,Transiting Exoplanet Survey Satellite (TESS),0.3219225,0.699,0.633,0.06,3522,0.458,0.455,10.153,5.78,9.15159
13,GJ 3929 b,Transiting Exoplanet Survey Satellite (TESS),2.616235,1.09,1.75,0,3384,0.32,0.313,12.675,7.869,11.5109
15,Gliese 12 b,Transiting Exoplanet Survey Satellite (TESS),12.761408,0.958,3.87,0.5,3296,0.2617,0.2414,12.6,7.807,11.3963
25,HD 110113 b,Transiting Exoplanet Survey Satellite (TESS),2.541,2.05,4.55,0.093,5732,0.968,0.997,10.09,8.502,9.91036
27,HD 1397 b,Transiting Exoplanet Survey Satellite (TESS),11.53533,11.500434,131.89945,0.251,5521,2.336,1.324,7.79,5.988,7.59336
28,HD 152843 b,Transiting Exoplanet Survey Satellite (TESS),11.6264,3.41,11.56,0.14,6310,1.43,1.15,8.855,7.629,8.76412
29,HD 152843 c,Transiting Exoplanet Survey Satellite (TESS),24.38,5.83,27.5,0.115,6310,1.43,1.15,8.855,7.629,8.76412
30,HD 15337 b,Transiting Exoplanet Survey Satellite (TESS),4.7559804,1.77,6.519,0.058,5131,0.855,0.829,9.1,7.044,8.85598
31,HD 15337 c,Transiting Exoplanet Survey Satellite (TESS),17.180546,2.526,6.792,0.096,5131,0.855,0.829,9.1,7.044,8.85598
34,HD 183579 b,Transiting Exoplanet Survey Satellite (TESS),17.471291,3.49,20.4,0.061,5784,0.96,0.996,8.67,7.15,8.51549
35,HD 18599 b,Transiting Exoplanet Survey Satellite (TESS),4.1374354,2.6,24.1,0.34,5145,0.767,0.863,8.99,6.883,8.73117
36,HD 191939 b,Transiting Exoplanet Survey Satellite (TESS),8.8803256,3.41,10,0.031,5348,0.94,0.81,8.97,7.18,8.77476
37,HD 191939 c,Transiting Exoplanet Survey Satellite (TESS),28.579743,3.195,8,0.034,5348,0.94,0.81,8.97,7.18,8.77476
38,HD 191939 d,Transiting Exoplanet Survey Satellite (TESS),38.353037,2.995,2.8,0.031,5348,0.94,0.81,8.97,7.18,8.77476
39,HD 202772 A b,Transiting Exoplanet Survey Satellite (TESS),3.308958,17.317905,323.23311,0.038,6272,2.591,1.72,8.324,6.959,8.22688
40,HD 20329 b,Transiting Exoplanet Survey Satellite (TESS),0.926118,1.72,7.42,0,5596,1.13,0.9,8.76,7.116,8.59089
41,HD 207496 b,Transiting Exoplanet Survey Satellite (TESS),6.441008,2.25,6.1,0.231,4819,0.769,0.8,8.23,5.967,7.97255
42,HD 207897 b,Transiting Exoplanet Survey Satellite (TESS),16.20166,2.34302132,14.8,0,5106,0.7827,0.8208,8.37,6.312,8.13037
43,HD 213885 b,Transiting Exoplanet Survey Satellite (TESS),1.008035,1.745,8.83,0,5978,1.1011,1.068,7.95,6.419,7.80173
44,HD 21520 b,Transiting Exoplanet Survey Satellite (TESS),25.1292,2.697,17.7,0,5871,1.044,1.09,9.17,7.707,9.01796
46,HD 219666 b,Transiting Exoplanet Survey Satellite (TESS),6.034468,4.898,17.6,0.05,5540,1.059,1.02,9.809,8.158,9.64956
47,HD 221416 b,Transiting Exoplanet Survey Satellite (TESS),14.2767,9.17,60.5,0.115,5080,2.943,1.212,8.15,6.043,7.90776
